date,username,tweet
Fri Jul 14 00:53:08 +0000 2023,Gungun20870870,@DrEvaChaniago Rakyat yg mana ? Rakyat jelata yg mana?   Ketika pks dan demokrat menolak ruu kesehatan bearti apa yg di rancangkan adalah kebenaran.   Ketika pks dan demokrat setuju bearti apa yg di rancangkan adalah kesalahan.   Karena keberadaan ke 2 partai itu adalah kesalahan.
Fri Jul 14 00:47:39 +0000 2023,dokdevbks,"Sebegitu banyak para Guru Besar besar berkumpul (ratusan)  menyuarakan keprihatinan terhadap RUU kesehatan tapi para wakil rakyat tetap tuli, tidak mau mendengar sedikitpun, untuk siapa kamu bekerja wahai wakil rakyat?? https://t.co/ao7F1E9l8p"
Fri Jul 14 00:41:06 +0000 2023,kalbar_news,Kalbar News: Ketok Palu! RUU Kesehatan Sah Menjadi Undang-Undan... https://t.co/r401d8hmGB
Fri Jul 14 00:35:02 +0000 2023,BeautynesiaID,"RUU Kesehatan Resmi Disahkan, Ini Perjalanan dan Poin-Poin Kontroversial yang Diprotes Nakes https://t.co/BFJHAaZDbC"
Fri Jul 14 00:34:48 +0000 2023,Yahyanovita1,@Dandhy_Laksono Saya sudah menyatakan terbuka tidak masuk ke sistem kesehatan sampai pilpres 2024  Dan cukup menjadi pengamat di luar karena saya tidak yakin rejim ini punya niat ikhlas dengan rakyat Di sahkan RUU kesehatan maka kita   tau perubahan apa yang terjadi  Bisa baik dan bisa buruk
Fri Jul 14 00:34:08 +0000 2023,polhukamid_,"Anggota DPR Banyak yang Absen dalam Pengesahan RUU Kesehatan, Rocky Gerung: Penanda Nggak Ada Keseriusan dari Mereka https://t.co/BnEcVKnKao https://t.co/Xuo7yxyR6O"
Fri Jul 14 00:31:26 +0000 2023,Yahyanovita1,@nirwan_anestesi Saya juga sudah sampaikan terbuka tidak akan masuk ke sistem kesehatan sampai pilpres 2024 Saya tidak yakin rejim ini punya niat ikhlas dengan rakyat Jadi cukup menjadi pengamat di luar sistem. RUU kesehatan tidak di sahkan maka kita tidak pernah tau perubahan apa terjadi
Fri Jul 14 00:18:45 +0000 2023,TomJerry29774,"Rapat paripurna DPR RI akhirnya memutuskan mengesahkan RUU Kesehatan menjadi UU Kesehatan pada Sidang Paripurna DPR RI pada masa persidangan V Tahun sidang 2022—2023, Selasa (11-7-2023).    https://t.co/JOIml1jKuz  https://t.co/ERxoF5YAbl https://t.co/bm3clRnb8z"
Fri Jul 14 00:16:45 +0000 2023,TomJerry29774,"Mengkritisi hal ini, pemerhati kebijakan publik Dr. Rini Syafri menyatakan, pengesahan RUU Kesehatan merupakan bukti dedikasi negara untuk kepentingan politik kesehatan kapitalisme. #FlashNews"
Fri Jul 14 00:16:31 +0000 2023,TomJerry29774,"DPR resmi mengesahkan RUU Kesehatan menjadi UU. Menteri Kesehatan Budi Gunadi Sadikin menilai pengesahan UU baru ini ibarat berkah usai musibah.   Baca: RUU Kesehatan Disahkan, Pemerhati: Bukti Dedikasi Negara untuk Kapitalisme  https://t.co/h2BffuRNB1  https://t.co/cchopwHDUp https://t.co/ImDVpDrDLw"
Fri Jul 14 00:08:10 +0000 2023,rifanpermana27,@NenkMonica herannya tuh RUU kesehatan disahkan tp PSI diem2 aja..pdhl kl sdh disahkan maka mandatory kesehatan dlm penggunaan APBN jd smakin kecil bahkan gak ada sm skali..maka BPJS Gratis akan sirna..sdh dijelaskan oleh fraksi PKS di DPR mengenai kerugian disahkan UU Kesehatan trsebut..
Fri Jul 14 00:06:01 +0000 2023,DIHYAHDAFFA,Tenggelamkan Partai Pro RUU Kesehatan
Fri Jul 14 00:02:04 +0000 2023,Yahyanovita1,@dr_koko28 Tapi tidak juga harus kelihatan mendukung rejim secara terbuka Banyak hal jebakan dalam RUU  kesehatan Dan itu tugas dari pro RUU kesehatan dan  membuktikan bahwa memang RUU kesehatan bermanfaat bagi rakyat seperti bpjs Saya di luar saja sebagai pengamat sampai pilpres terpilih
Thu Jul 13 23:57:45 +0000 2023,Avolanza,"UU Kesehatan ternyata digadang2 secara apik untuk aspek bisnis sejak 2021,   #TolakRUUKesehatanOmnibusLaw #TolakRUUKesehatan   Pantes cepat sekali dan tidak mengindahkan siapapun, termasuk majority dari nakes dan masyarakat yang menolaknya, seakan2 RUU tsb wajib jadi bagaimana… https://t.co/b4wB7imY5e"
Thu Jul 13 23:56:38 +0000 2023,idtodayco,"Anggota DPR Banyak yang Absen dalam Pengesahan RUU Kesehatan, Rocky Gerung: Penanda Nggak Ada Keseriusan dari Mereka https://t.co/NvX5K6OjiJ"
Thu Jul 13 23:51:49 +0000 2023,ade_rusmaya,"@tvOneNews HHH...alzaytun trus di expose,JIS malu lah klh telak.,HHH... Dibalik smua itu RUU kesehatan diSAHkn mnjdi UU,knpa sih bkin UU itu sllu dipaksakn??? Rezim komunis lgi bikin UU tuk menyelamatkan diri y,v knpa sllu bikin kontroversi???atw emg krna ini rezim komunis goblok ??? HHH"
Thu Jul 13 23:20:48 +0000 2023,Anang_ssanto,@yusuf_dumdum @KompasTV Apakah ini counter dari berita tentang ruu kesehatan yg telah di sahkan pemerintah
Thu Jul 13 22:55:50 +0000 2023,sekar_epku,"@NasDem RUU kesehatan yg menolak hanya F PKS dan F Demokrat, lantas perubahan apa yg kalian perbuat?"
Thu Jul 13 22:51:14 +0000 2023,SatuhatiKopi,BONGKAR covidplan  Pasti #RUUkesehatan mentah https://t.co/kFVnXPIJL6
Thu Jul 13 22:51:05 +0000 2023,drh_GDPutra,"Kalian berdua seakan2 pendukung independen, apa susahnya bilang “kami sebagai bagian dari tim kelompok kerja blablabla akan menjelaskan tentang RUU Kesehatan”  Makanya di penelitian aja conflict of interest mesti ditulis, biar kesialan kayak gini ga terjadi"
Thu Jul 13 22:49:03 +0000 2023,100_berries,"@convomf makasii ya,  udah mau jadi teman ngewibu kemarin, yesterday was great kalo bisa, pengen cerita2 lagi kayak kemarin, tapi nggak tau cara mulai lagi hehe  jaga kesehatan yaa, jangan lupa sarapan"
Thu Jul 13 22:02:09 +0000 2023,SatuhatiKopi,Telisik..  Dana suap yang mengitar di sekitar RUu kesehatan...
Thu Jul 13 21:56:54 +0000 2023,tikatikotiki,"Setelah RUU Kesehatan disahin, saham2 di industri kesehatan pada cuan. Gw si seneng ya, krn gw punya saham di salah satu perusahaan kesehatan. Tp, klo dipikir-pikir lagi, keliatan banget RUU Kesehatan ini buat siapa wkwkwk. https://t.co/LK9CmkBCvR https://t.co/7ZU45kL1Xu"
Thu Jul 13 20:15:29 +0000 2023,Elsa_281099,"Anggaran kesehatan itu trmsuk buat nanggung BPJS msyarkt ya? Nah, klo di RUU Kshtn ini gada anggaran kshtannya, berarti ntar BPJS Kshtn buat warga miskin yg skrg ditanggung ato disubsidi pmerntah gmna dong?apa dgn ini warga miskin ga blh sakit? #kitasemuabingung pak @BudiGSadikin"
Thu Jul 13 19:50:53 +0000 2023,Lopian_,Banyak nakes yang bilang klo mereka lagi berduka gegara RUU Kesehatan disahkan. Aku yang bukan nakes juga berduka. Soalnya aku merasa klo negara lebih cinta pengusaha daripada rakyatnya  #TolakRUUKesehatan
Thu Jul 13 18:43:19 +0000 2023,DrEvaChaniago,"Akhirnya Publik Tahu, RUU Kesehatan ternyata diskenariokan sejak tahun 2021 untuk kepentingan investor, bukan untuk kepentingan rakyat.   Sumber dari link media mainstream, bukan media abal-abal  Investasi Asing Minim, Kadin Usul Bentuk Omnibus Law Kesehatan… https://t.co/GWbxzlCsD9"
Thu Jul 13 18:38:57 +0000 2023,Concrete_buster,"@Ngabila Setolol itu ya RUU Kesehatan sampe patokannya cuma janji kampanye"". Oke gua tanya, gimana cara kemenkes nagih janji kampanye itu? Jawabannya, gak bisa apa2. Dinkes daerah aja dibawah pemda kok. Presiden aja gk bisa nagih apa2 dari kepala daerah sejak otonomi."""
Thu Jul 13 18:34:03 +0000 2023,DrEvaChaniago,RUU Kesehatan mengancam Ketahanan Pertahanan Bangsa.   Ketika 200an Profesor tidak dipercaya sebagai kekuatan moral maka sungguh telah terjadi KEKUASAAN mengalahkan AKAL SEHAT.   #BatalkanUUKesehatan #BatalkanUUKesehatan  https://t.co/otbaKd4XJm https://t.co/SWfO7U8iAc
Thu Jul 13 18:12:49 +0000 2023,ViantAntony,@DrEvaChaniago Tetap Tolak Ruu kesehatan. N Tetap 2024 Koalisi perubahan yg akan memenangkan kontestan Pilres 2024 Anis Presiden.
Thu Jul 13 17:41:41 +0000 2023,ibnupratama2000,@DrEvaChaniago Sudah banyak penolakan dari praktisi kesehatan terhadap RUU kesehatan yg dinilai janggal..  kemudian di sahkan oleh DPR.. Negara sengaja dibuat kachau
Thu Jul 13 17:33:45 +0000 2023,terangxgelap,"RUU kesehatan sudah disahkan itu artinya indonesia sedang di sandera  misi tangan-tangan jahat salah satunya hancurkan tubuh semua orang yaitu rusak organ-organ dalam mereka dan darah mereka,dengan suntikan dalam drama wabah/pandemi"
Thu Jul 13 17:25:38 +0000 2023,rizapasha_,"@rekuhizaki @elisa_jkt nah daripada ribut2 RUU kesehatan yang basic-basic gini yang diperbaiki dulu. Mandatory Spending apaan diributkan, benahi dulu yang dasar."
Thu Jul 13 17:17:51 +0000 2023,qdewangga_,"@Kopi_laut Kamu pasti sudah tahu RUU kesehatan yang baru disahkan jafi UU itu menguatkan prediksimu tersebut. Mungkin kita hanya tinggal nunggu bentar lagi untuk beneran rame""."""
Thu Jul 13 17:10:47 +0000 2023,ususetiawan,"@belindch Mbak bel, sejak RUU Kesehatan di sahkan mbak ngab seolah jadi manusia paling berjasa di negeri ini.  Serasa pemegang kunci kebijakan.   Paling2 setahun dua taun doi bakalan sadar trus minta maaf ke guru2 dan seniornya 🤣"
Thu Jul 13 15:15:57 +0000 2023,ErsatArema021,@vanc1Bozz @xix0_3 Anggaran kesehatan aja dihapus bgmn bpjs mau gratis. Pdhl @psi_id  pendukung RUU Kesehatan https://t.co/hbABerb6lj
Thu Jul 13 15:08:39 +0000 2023,Muhamma75950166,@tirta_cipeng Bahas RUU kesehatan dok
Thu Jul 13 14:49:19 +0000 2023,Kampus_Merdeka,"LIBERALISASI Sektor Kesehatan, Asing lebih BEBAS masuk menyerbu Indonesia. Hebaat...📌 Di Seluruh Dunia, Pemerintah yg baik Melindungi Rakyat &amp  Sgla Usaha Dalam Negeri, dg Berbagai Cara &amp  Dalih. RUU Ditolak Dokter, T. Medis, Mhswa &amp  Rakyat, tpi MBUDEG..  https://t.co/Zw05kxwqTI"
Thu Jul 13 14:39:35 +0000 2023,kucingsalon,"Wkwk Kesel, sebel, pingin misuh, semua emosi ngumpul pokoknya, pas liat @budigsadikin, @puanmaharani_ri ketawa-tawa habis ngesahin RUU Kesehatan. Ini Menteri ama wakil-wakil rakyat kita kaga tau apa ya, klo rakyat pada ketar-ketir krn RUU ini. #TolakRUUKesehatan https://t.co/lvBYjRQwt9"
Thu Jul 13 14:32:06 +0000 2023,Newdento1,Ye kan.... Ye kan...   RS nya buat sapa coba..... #ruukesehatan #uukesehatan  https://t.co/6xHXpcNE3V
Thu Jul 13 14:24:19 +0000 2023,Asaatoe,"Setelah RUU Kesehatan Disahkan, Muslim Arbi: Dokter China akan Banjiri Indonesia  https://t.co/p1wAYM2ouX https://t.co/ZA2cO6quI8"
Thu Jul 13 14:22:29 +0000 2023,KangSarjono1,"Setelah RUU Kesehatan Disahkan, Muslim Arbi: Dokter China akan Banjiri Indonesia https://t.co/h24vsjgdKb"
Thu Jul 13 14:19:25 +0000 2023,haifainayah,"Call out bos gue segala dia di komisi 3, kesehatan di komisi 9 ga nyambung sama sekali 😭😭 tapi silakan liat tulisan cmu soal ruu kuhp, kpk yang emang diurus bos gue, kita keras bgt walaupun bos gue di komisi 3 ttp ga ngaruh"
Thu Jul 13 14:18:51 +0000 2023,WatchPms,"makin jelas penolakan ruu kesehatan oleh kartel obat dan mafioso kedok organisasi profesi, mengabaikan kepentingan rakyat banyak... mereka harus dilawan!  Thailand No LGBT. https://t.co/o4eEWNHYzY https://t.co/xSE4jBXI2V"
Thu Jul 13 14:17:42 +0000 2023,pe2nn,"@tempodotco STR dokter seumur hidup bisa di RUU kesehatan yg baru, kenapa SIM ngk bisa?"
Thu Jul 13 14:15:19 +0000 2023,suaranasional,"Setelah RUU Kesehatan Disahkan, Muslim Arbi: Dokter China akan Banjiri Indonesia https://t.co/TXO1OLnLa1"
Thu Jul 13 14:06:24 +0000 2023,fuminded,Masih belum bisa berkomentar ketika diri ini termasuk yg terombang ambing dengan pengesahannya RUU Kesehatan ini hmm
Thu Jul 13 13:59:58 +0000 2023,bemunri,"[REVITALISASI PERUBAHAN - INFORMASI : RUANG DIALEKTIKA IMPLEMENTASI RUU KESEHATAN TERHADAP PELAYANAN DAN KECAKAPAN TENAGA KESEHATAN, MERUPAKAN SOLUSI ATAUKAH SEBUAH MASALAH?""]  Halo Biru Langit !  Cek selengkapnya https://t.co/HLWZpsO96D https://t.co/DnCwMzHVvb"""
Thu Jul 13 13:57:46 +0000 2023,andri2099,"Nonton Rossi di @KompasTV ini sepertinya mindset pemerintah waktu menyusun RUU Kesehatan ini mirip dengan waktu menyusun RUU Jasa Arsitek. The so-called melindungi masyarakat"" mentality whilst at the same time, thinking that said professional class is ""the devil""."""
Thu Jul 13 13:54:11 +0000 2023,staysuture,Lg sedih2nya denger pengesahan ruu kesehatan hadehh
Thu Jul 13 13:37:02 +0000 2023,korantempo,"Halo, pembaca.  DPR tetap mengesahkan RUU kesehatan meski ditolak oleh banyak tenaga kesehatan.  Apakah Anda juga menolak pengesahan RUU Kesehatan? #KoranTempo"
Thu Jul 13 13:33:11 +0000 2023,mhd_arisashari,"@elisa_jkt Dari awal emang ngaco sih RUU Kesehatan ini. Kalo ini kejadian di Prancis, dan sampe2 udah disahkan gini, itu Paris gw jamin bakal rata dibombardir ama Nakes dan rakyat miskin sono. Sayang di sini yg gerak pada dipersekusi, jadi pada milih diem2 aja... finished country."
Thu Jul 13 13:17:49 +0000 2023,BRKVision2023,"@GobangGoc @puanmaharani_ri 200 profesor kesehatan sdh protes? @DPR_RI terburu2 mensahkan RUU Kesehatan?Kok bs terburu2 dikejar siapa sih?"" Yg blm terima suruh ke MK? Nanti kata MK ""Inkonstitusional Bersyarat"" lagi? Hadeuh...rkyt menilai lo cc @jokowi @SBYudhoyono @JimlyAs @Mention_Mahfud @ILCTalkshow"""
Thu Jul 13 13:14:27 +0000 2023,ruliemaulana,Ini 5 anggota dewan dari PKS &amp  Demokrat yang menolak RUU Kesehatan sebenarnya punya draft final sebelum pengesahan kagak? Kenapa ga mau berbagi dengan masyarakat?
Thu Jul 13 13:05:19 +0000 2023,ceovoc,@tanyakanrl Atau bahas ruu kesehatan yg baru disahlan dpr. Gmn pandangannya.....trus ruu perampasan aset yg gak ku jung dibahas DPR. Gmn opininya. Bahas juga soal ukraina rusia....china usa...
Thu Jul 13 13:04:13 +0000 2023,LeAli25,"Nyimak RUU Kesehatan dari banyak POV, ternyata emang banyak badutnya wkwkwk #RUUKESEHATAN #TOLAKRUUKESEHATAN"
Thu Jul 13 12:57:22 +0000 2023,hogsmaeds,"hah ruu kesehatan ini rancu banget deh, that's why lots of nakes menolak mentah mentah. bukan dibikin lebih baik tapi bakalan bikin pelayanan kesehatan buat rakyat biasa tuh terpinggirkan. karena ys isi ruu nya lebih ke arah industrialisasi dari pelayanan kesehatan"
Thu Jul 13 12:56:18 +0000 2023,aly_benzema,RUU kesehatan untuk siapa @DPR_RI @KemenkesRI ?? https://t.co/OrDc6oZ8Sx
Thu Jul 13 12:49:08 +0000 2023,tuan59019,"@_palungmariana @KemenkesRI @DPR_RI @KPK_RI @DivHumas_Polri @KejaksaanRI @pmpbidijakpus @KemensetnegRI @setkabgoid @setpresRI Untuk nutupin BTS 8T Rakyat disibukkan dengan JIS, RUU KESEHATAN dll"
Thu Jul 13 12:47:46 +0000 2023,soraaaaaaargh,Saya sbnrnya brp orang ya. Satu satu pihak ngomongin idol sama yg lain ngomongin RUU kesehatan tp disisi lain setoran murojaah hafalan wkwkwkwk
Thu Jul 13 12:47:37 +0000 2023,Kusanto8,Pengesahan RUU Kesehatan: Karpet Merah Jalur Sutera Kesehatan Tiongkok https://t.co/h14iOZwe3N
Thu Jul 13 12:38:50 +0000 2023,inilahdotcom,"Massa tenaga kesehatan (nakes) yang tergabung dalam organisasi profesi IDI, PPNI, IBI, IAI, dan PDGI mengancam akan mogok kerja terkait pengesahan RUU Kesehatan.  Menteri Kesehatan Budi Gunadi Sadikin merespons hal itu sebagai bagian dari demokrasi.  Saya rasa di alam demokrasi… https://t.co/UyGJdwhncc"""
Thu Jul 13 12:30:11 +0000 2023,mediamcmnews,DPR Resmi Sahkan RUU Kesehatan Jadi Undang-Undang  https://t.co/3NXxCGfT88
Thu Jul 13 12:29:53 +0000 2023,cocor_bangor,"Pengesahan RUU Kesehatan kali ini sangat mengecewakan organisasi profesi. Kurang lebih ada 5 organisasi mulai dari IDI, PDGI, IBI, IAI dan lainnya menolak keras pengesahan RUU Kesehatan yang dilakukan oleh DPR. https://t.co/9moPU3BWAw"
Thu Jul 13 12:29:49 +0000 2023,cocor_bangor,"Tenaga Kesehatan dulu Dielu-elukan sekarang Dicampakan  Jagat Twitter lagi rame bahas soal Kaesang, Thailand, LGBT, Putus, Kamis, Tembak, Boti, Han Sohee, tapi sangat tertarik bahas soal dampak buruk pengesahan RUU Kesehatan. https://t.co/vafVwHGV9C"
Thu Jul 13 12:20:21 +0000 2023,RAKATIRTA,@nirwan_anestesi Da..ini artinya dari sedikitnya anggota DPR komisi 9 yg berlatar belakang #Dokter ato #TenagaKesehatan semuanya mendukung #RUUKesehatan meski semua #OrganisasiProfesi #Dokter &amp  #TenagaKesehatan termasuk #FORUMGURUBESAR tegas menolak RUU Kes tsb FATALLL
Thu Jul 13 12:17:55 +0000 2023,zhukapatricia,@PKSejahtera @netty_heryawan RUU kesehatan merugikan
Thu Jul 13 12:15:32 +0000 2023,anaknegri76,@Kimberley_2024 Program yg lebih bagus sebagai pengganti 10% alokasi kesehatan yg sebelumnya ada dalam RUU??  PINOKIO😁
Thu Jul 13 12:13:26 +0000 2023,Alandlaaa,"RUU Kesehatan emang udah disahin. Tapi perlawanan kita belum selesai, lur. Kita masih bisa ngajuin Judicial Review (JR) biar aturan ngawur ini dicancel. #TolakRUUKesehatan #RUUKesehatanYangMematikan"
Thu Jul 13 12:13:08 +0000 2023,sukmawijaya91,"@sarjdoeni Semua kebijakan tdk bisa memuaskan semua pihak. Mungkin dgn pengesahan RUU Kesehatan merugikan satu kelompok. Kalo bagi saya, semakin banyak RS dan klinik smakin baik, krn akan terjadi persaingan pelayanan, maupun harga."
Thu Jul 13 12:11:52 +0000 2023,dwikiprazz,AHY Ungkap Alasan Tolak RUU Kesehatan. https://t.co/0Gg86rNPlC
Thu Jul 13 12:10:05 +0000 2023,dwikiprazz,"Demokrat Tolak Pengesahan RUU Kesehatan, 'Mandatory Spending' dan Liberalisasi Tenaga Medis Jadi Poin Keberatan - Regional https://t.co/tIsO3ZGecr https://t.co/oKjbVG7HGP"
Thu Jul 13 12:08:36 +0000 2023,cingciricing,"Kata @puanmaharani_ri, RUU Kesehatan NGGAK dirancang dan disahkan tiba-tiba. Bu, anda ini gimana, wong RUU Kesehatan baru jadi DIMnya April, terus Juli udah disahin. Piye nih, Pak @jokowi, bawahannya? #RUUKesehatanYangMematikan https://t.co/DPFBw5jIVH"
Thu Jul 13 12:04:13 +0000 2023,leadwinaw,"Emang si, ada yg bagus dr RUU Kesehatan. Spt kewajiban perusahaan utk nanggung biaya pengobatan karyawan sama kewajiban bg tenaga medis utk sesegera mungkin menangani situasi darurat medis pasien. Tp, klu dibandingin baiknya, lebih bnyk jeleknya. #TolakRUUKesehatan https://t.co/ySmDETqBzu"
Thu Jul 13 12:03:29 +0000 2023,AHYB4NGK1T,AHY: RUU kesehatan tak jawab harapan Dokter dan Nakes https://t.co/0rZuXxkwgE
Thu Jul 13 11:45:23 +0000 2023,indrnurl,Ruu kesehatan ternyata ketok mejik.. mari berdoa biar rakyat indonesia kaya kita2 ga makin nelangsa
Thu Jul 13 11:43:17 +0000 2023,rdmuhammade,@NenkMonica Bpjs gratis bukannya akan bertentangan dengan ruu kesehatan baru...? Cmiiw
Thu Jul 13 11:40:11 +0000 2023,RAKATIRTA,Selamat kpd sejawat #Dokter yg jadi #Pokja #Kemkes setelah MENDUKUNG #RUUKesehatan meski #IDI @PBIDI &amp  #FORUMGURUBESAR tegas MENOLAK RUU ini https://t.co/5PO3nvmXqr
Thu Jul 13 11:40:06 +0000 2023,CISDI_ID,"Tanpa mengurangi rasa hormat ke teman-teman redaksi Catch Me Up, Mincis cuman mau bilang kalau RUU Kesehatan yang baru aja disahkan jadi UU itu gak LENGKAP. KAP.   Karena masih ada bolongnya. Salah satunya minim partisipasi publik.   Naskah resmi aja belum dibuka. Lanjut…"
Thu Jul 13 11:37:25 +0000 2023,EN538474N6,Tentang RUU kesehatan yang telah di sahkan menjadi UU. Ya ellaahhh… Itu tebel banget bro… Gua aja males bacanya. Kira2 beliau baca kagak… https://t.co/Pkttcly7o1
Thu Jul 13 11:32:03 +0000 2023,iebntrac,si seleb cantik yang tersebar https://t.co/0oq6w9ZcwK  https://t.co/WMCijIQ7cG  https://t.co/KzEISeky5J  https://t.co/VKWqCxesCg  https://t.co/yQKEfGgSET  https://t.co/HQAerqub3A  Boti Sore Putus Begal RUU Kesehatan di Sosmed #GGMU #MUFC #sports #Spotify vcs https://t.co/pWkuI7BNKU
Thu Jul 13 11:28:30 +0000 2023,RickyFight,"di era SBY mampu meresmikan  (BPJS) Kesehatan dan BPJS Ketenagakerjaan serta meluncurkan program Jaminan Kesehatan Nasional (JKN), Hal ini jauh berbalik jika dibandingkan dengan disahkannya RUU Kesehatan yang banyak menuai polemik.  https://t.co/OvRPhbd9Of"
Thu Jul 13 11:28:23 +0000 2023,Lopian_,"@Outstandjing Klo mau bahas investasi ya harusnya di RUU Ciptaker kemaren, jgn di #RUUKesehatan. Klo gini kan #Kitasemuabingung. Ini RUU Kesehatan atau RUU Investasi Kesehatan? #RUUKesehatanYangMematikan"
Thu Jul 13 11:23:15 +0000 2023,adhikrisnanta,Apa bener RUU kesehatan menguntungkan RS swasta? Hehe 😅
Thu Jul 13 11:11:17 +0000 2023,nic04722,@alfarabi_alva Dan sekarang teriak² minta dukungan rakyat agar RUU kesehatan dibatalkan 🤦🤦🤦
Thu Jul 13 10:49:44 +0000 2023,BorneoSamoa,@DrEvaChaniago RUU Kesehatan itu sangat bagus kalau otak yg punya nalar. Sebaiknya yg harus di kaji itu kenapa warga Indonesia banyak berobat ke negri sebrang..? 🤔🤭🤮
Thu Jul 13 10:25:55 +0000 2023,hc_poirot,DIHADIRI HANYA 105 ANGGOTA DPR. SIDANG PARIPURNA RUU KESEHATAN TIDAK SAH ! https://t.co/bvr5czfsdh
Thu Jul 13 10:24:47 +0000 2023,Iamrizkie1,@aewin86 I got it sir.. Yg jadi topik persoalan nya perihal RUU Kesehatan akan di bahas kembali secara lebih mendalam 🙏
Thu Jul 13 10:21:27 +0000 2023,ReformasiZ99316,Ketok Palu! RUU Kesehatan Sah jadi Undang-Undang https://t.co/G8IIKxp1Ss
Thu Jul 13 10:10:25 +0000 2023,ubalalaba3,"Wkwk RT KERAASSS! @BPJSKesehatanRI Gratis jika @PDI_Perjuangan ? Jangan kebanyakan ngehalu, jangan kebanyakan mimpi, jangan kebanyakan omong kosong. RUU kesehatan aja di-sahkan ngarep pula BPJS gratis 🤣"
Thu Jul 13 10:03:52 +0000 2023,Maudy_Apain,Oalaaah..pantesan geng sebelah menolak RUU Kesehatan..ternyata ini alaannya☺️  Ayo bantu RT Guys..biar banyak yg tercerahkan☺️
Thu Jul 13 10:01:16 +0000 2023,dailysocial,Apa yang menjadi urgensi DPR RI mengesahkan RUU Kesehatan? Bagaimana pengaruhnya terhadap startup berbasis kesehatan di Indonesia? Simak selengkapnya di sini. https://t.co/7f3yKckiGf
Thu Jul 13 10:00:24 +0000 2023,gtobing2903,"RUU kesehatan bagi setiap tenaga medis yang melalaikan tanggung jawab terhdp pasien bs kena hukuman 10 tahun menurut pasal 174,UU omnibuslaw kesehatan   @jokowi @mohmahfudmd @PBIDI @DE__JAVU_ https://t.co/KPPAvywIQw"
Thu Jul 13 09:56:38 +0000 2023,TajukPolitik,"RUU Kesehatan Resmi Jadi UU Kesehatan, IDI: Sejarah Kelam Dunia Medis https://t.co/CrYULUMSBx"
Thu Jul 13 09:55:22 +0000 2023,QowamudinNM,"@tirta_cipeng Dok mau tanya, sebenarnya pihak yg paling dirugikan atas disahkannya RUU kesehatan itu siapa dok, dan alasannya apa?"
Thu Jul 13 09:54:46 +0000 2023,tiekakuro_chan,"@ruki_yahea Dok, kalo streamingnya bahas RUU Kesehatan, bahaya gak yah?? 😅😅😅😅"
Thu Jul 13 09:54:15 +0000 2023,Elbert20905987,@DrEvaChaniago Saya setuju... RUU Kesehatan disahkan
Thu Jul 13 09:52:09 +0000 2023,PKSKotaBinjai,4 ALASAN PKS MENOLAK PENGESAHAN RUU KESEHATAN... https://t.co/AvWtC5rNLL
Thu Jul 13 09:51:31 +0000 2023,Venus19702,"@ruhutsitompul Herannya, hampir tiap2 menjelang diputuskan kebijakan yg timbulkan penolakan masif dari masyarakat,  spt Kenaikan BBM, RUU Ciptaker, RUU Kesehatan, dll. muncul surepay2 kepuasan serupa 😂  Emang rakyat percaya gitu?"
Thu Jul 13 09:40:49 +0000 2023,intip24news,"Sah! RUU Kesehatan Jadi UU, Kekecewaan Para Guru Besar dan Tanggapan Kemenkes   https://t.co/6hZOGvfO0C https://t.co/Oyxl0dXWEo"
Thu Jul 13 09:39:27 +0000 2023,pe2nn,"@irasjafii Berharap sampai kemenkes, sekiranya ada gejala gratifikasi untuk meloloskan RUU kesehatan dari para oligharki."
Thu Jul 13 09:32:34 +0000 2023,tvr_parlemen,TVR 120 - Pimpinan DPR RI : DPR RI Sahkan RUU Kesehatan Menjadi UU Kesehatan  Setelah melalui Pembahasan Secara Komprehensif di awal hingga Pertengahan Tahun 2023 ini. DPR RI mengesahkan Rancangan UU Kesehatan menjadi UU.  #tvrparlemen #dprri #tvr120 https://t.co/kVgVL6XTL8
Thu Jul 13 09:30:13 +0000 2023,Ngabila,"Alhamdulillah sbg PNS, legalitas tertulis dlm bekerja adalah yg utama. Selain 4x diundang resmi Kemenkes RI proses hearing RUU Maret 2023, 11 Jul 2023 kmrn masuk dlm tim pokja komunikasi risiko program kesehatan prioritas. Luruskan niat, tulus, tnp pamrih. Torehkan legacy nyata🇲🇨 https://t.co/x0Y23SkZdE"
Thu Jul 13 09:28:05 +0000 2023,Catatan_ali7,"Auu auu pantesan GACOR banget @Ngabila DUKUNG RUU KESEHATAN sampai sampai FITNAH sana FITNAH sini bahkan lebih dari 1000 orang rekan sejawat nya yang sudah dia FITNAH  Ternyata Ada  ROTI "" yang sedang DI INCAR dan setelah Dapat SUJUD SUKUR 🤣  KASIAN MASIH MUDA SUDAH SEPERTI ITU"""
Thu Jul 13 09:20:50 +0000 2023,AzamJavas,Biadab...yg mengesahkan RUU kesehatan laknatullah.....‼️‼️
Thu Jul 13 09:09:25 +0000 2023,veyex02,"@detikcom Aneh ga sih RUU kesehatan dan RUU Omni.... Yg pro kontra cepat di sah kan @DPR_RI  sementara RUU perampasan aset di dukung masyarakat anti korupsi ko ga sah2 ya, mungkin fraksi @FPKSDPRRI @FPD_DPR atau siapa tau om @panca66  punya jawabannya🤣🤣🤣"
Thu Jul 13 09:07:45 +0000 2023,ecsyukur,ada apa? 11/07/2023  DPR Sahkan RUU Kesehatan Jadi UU  https://t.co/WHTs065VvC
